all_rates,provider_groups,npi,entity_type_code,business_name,last_name,first_name,first_line_location_address,second_line_location_address,city_name,state_name,int_postal,truncated_zips,phone,taxonomy_1,taxonomy_2,taxonomy_3,taxonomy_4,taxonomy_5,taxonomy_6,taxonomy_7,taxonomy_8,taxonomy_9,taxonomy_10,taxonomy_11,taxonomy_12,taxonomy_13,taxonomy_14,taxonomy_15,Input Address,Match,Match Result,Match Address,LatLong,Number,L or R,longitude,latitude,mapped_taxonomy_1,mapped_taxonomy_2,mapped_taxonomy_3,mapped_taxonomy_4,mapped_taxonomy_5,mapped_taxonomy_6,mapped_taxonomy_7,mapped_taxonomy_8,mapped_taxonomy_9,mapped_taxonomy_10,mapped_taxonomy_11,mapped_taxonomy_12,mapped_taxonomy_13,mapped_taxonomy_14,mapped_taxonomy_15,size,alias,yelp_alias,api_url,score,review_count,map_area
1084.62,[35064],1508185646,2.0,"SLR DIAGNOSTIC RADIOLOGY, PC","SLR DIAGNOSTIC RADIOLOGY, PC","SLR DIAGNOSTIC RADIOLOGY, PC",325 WEST 15TH STREET,,NEW YORK,NY,100115903.0,10011,2126046000.0,2085R0202X,,,,,,,,,,,,,,,"325 WEST 15TH STREET, NEW YORK, NY, 10011",Match,Exact,"325 W 15TH ST, NEW YORK, NY, 10011","-74.00271054644355,40.740802163409114",59659798.0,R,-74.00271054644355,40.74080216340912,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1084.62,[35064],1851568786,2.0,"SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.",55 E 34TH ST,DEPT OF RADIOLOGY,NEW YORK,NY,100164337.0,10016,2122526004.0,2085B0100X,2085D0003X,2085N0700X,2085N0904X,2085R0204X,2085R0202X,,,,,,,,,,"55 E 34TH ST, NEW YORK, NY, 10016",Match,Exact,"55 E 34TH ST, NEW YORK, NY, 10016","-73.98231147543339,40.74757528410538",59654394.0,L,-73.98231147543339,40.74757528410538,,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1084.62,[35064],1578730313,2.0,"SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.",281 1ST AVE,DEPT OF RADIOLOGY,NEW YORK,NY,100032925.0,10003,2128448880.0,2085B0100X,2085D0003X,2085N0700X,2085N0904X,2085P0229X,2085R0204X,2085R0205X,2085U0001X,2085R0202X,,,,,,,"281 1ST AVE, NEW YORK, NY, 10003",Match,Exact,"281 1ST AVE, NEW YORK, NY, 10003","-73.98169290704521,40.73257883201745",59654601.0,L,-73.98169290704521,40.73257883201745,,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiological Physics","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1084.62,[35064],1306994173,2.0,"SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.",1000 10TH AVE,DEPT OF RADIOLOGY,NEW YORK,NY,100191147.0,10019,2018303122.0,2085P0229X,2085N0700X,2085B0100X,2085N0904X,2085R0204X,2085R0202X,,,,,,,,,,"1000 10TH AVE, NEW YORK, NY, 10019",Match,Exact,"1000 10TH AVE, NEW YORK, NY, 10019","-73.9877714424743,40.77007950667689",59655131.0,R,-73.9877714424743,40.77007950667689,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1084.62,[35064],1508033341,2.0,"SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.",10 UNION SQ E,"DEPT OF RADIOLOGY, SUITE 3P",NEW YORK,NY,100033314.0,10003,2128448880.0,2085B0100X,2085D0003X,2085N0700X,2085N0904X,2085R0204X,2085R0205X,2085U0001X,2085R0202X,,,,,,,,"10 UNION SQ E, NEW YORK, NY, 10003",Match,Exact,"10 UNION SQ E, NEW YORK, NY, 10003","-73.98971620434725,40.7355079969721",59653677.0,R,-73.98971620434725,40.7355079969721,,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiological Physics","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1084.62,[35064],1225069149,2.0,"SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.",1111 AMSTERDAM AVE,DEPT OF RADIOLOGY,NEW YORK,NY,100251716.0,10025,2018303122.0,2085N0904X,2085R0202X,2085P0229X,2085R0205X,,,,,,,,,,,,"1111 AMSTERDAM AVE, NEW YORK, NY, 10025",Match,Exact,"1111 AMSTERDAM AVE, NEW YORK, NY, 10025","-73.96138047562249,40.8062486360584",652207562.0,R,-73.96138047562249,40.8062486360584,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology","Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiological Physics",,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
396.62,[7288],1629713672,2.0,SUNSET PARK RADIOLOGY PC,SUNSET PARK RADIOLOGY PC,SUNSET PARK RADIOLOGY PC,5521 8TH AVE FL 6,,BROOKLYN,NY,112203515.0,11220,7189282588.0,2085R0202X,,,,,,,,,,,,,,,"5521 8TH AVE FL 6, BROOKLYN, NY, 11220",Match,Exact,"5521 8TH AVE, BROOKLYN, NY, 11220","-74.00670867686733,40.63813667369095",59094852.0,L,-74.00670867686733,40.63813667369095,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
396.62,[7288],1922032150,2.0,"UNIVERSITY DIAGNOSTIC MEDICAL IMAGING,PC","UNIVERSITY DIAGNOSTIC MEDICAL IMAGING,PC","UNIVERSITY DIAGNOSTIC MEDICAL IMAGING,PC",1200 WATERS PL,SUITE M-108,BRONX,NY,104612728.0,10461,7189315620.0,2085N0700X,2085N0904X,2085B0100X,2085R0203X,2085R0204X,2085U0001X,2085R0202X,,,,,,,,,"1200 WATERS PL, BRONX, NY, 10461",Match,Exact,"1200 WATERS PL, BRONX, NY, 10461","-73.83832201873975,40.842674764275216",80305805.0,R,-73.83832201873975,40.842674764275216,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,,,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
396.62,[7288],1639217425,2.0,MARINE PARK RADIOLOGY PC,MARINE PARK RADIOLOGY PC,MARINE PARK RADIOLOGY PC,450 AVENUE P,,BROOKLYN,NY,112231902.0,11223,7183756000.0,2085R0202X,,,,,,,,,,,,,,,"450 AVENUE P, BROOKLYN, NY, 11223",Match,Exact,"450 AVE P, BROOKLYN, NY, 11223","-73.97080981969953,40.60900500714473",59089779.0,R,-73.97080981969953,40.60900500714473,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
396.62,[7288],1053362699,2.0,MARINE PARK RADIOLOGY PC,MARINE PARK RADIOLOGY PC,MARINE PARK RADIOLOGY PC,2270 KIMBALL ST,SUITE 102,BROOKLYN,NY,112345139.0,11234,7182536616.0,207UN0901X,2085R0202X,,,,,,,,,,,,,,"2270 KIMBALL ST, BROOKLYN, NY, 11234",Match,Exact,"2270 KIMBALL ST, BROOKLYN, NY, 11234","-73.92360599044827,40.60716103311631",59092529.0,R,-73.92360599044827,40.60716103311631,"Allopathic & Osteopathic Physicians/Nuclear Medicine, Nuclear Cardiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,5.0,marine-park-radiology-brooklyn,marine-park-radiology-brooklyn,https://www.yelp.com/biz/marine-park-radiology-brooklyn?start=0,2.2,19.0,NYC
396.62,[7288],1346410552,2.0,"IMMEDIATE IMAGING, PC","IMMEDIATE IMAGING, PC","IMMEDIATE IMAGING, PC",9705 101ST AVE,,OZONE PARK,NY,114162523.0,11416,7188480606.0,2085R0202X,,,,,,,,,,,,,,,"9705 101ST AVE, OZONE PARK, NY, 11416",Match,Exact,"97-05 101ST AVE, OZONE PARK, NY, 11416","-73.8441426999533,40.68485339521152",59707668.0,L,-73.8441426999533,40.68485339521152,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
417.89,[33863],1306957543,2.0,"NYU IMAGING, INC.","NYU IMAGING, INC.","NYU IMAGING, INC.",650 1ST AVE,8TH FLOOR,NEW YORK,NY,100163240.0,10016,2122630001.0,2085R0202X,,,,,,,,,,,,,,,"650 1ST AVE, NEW YORK, NY, 10016",Match,Exact,"650 1ST AVE, NEW YORK, NY, 10016","-73.97201623801527,40.74571585586858",640867083.0,R,-73.97201623801527,40.74571585586858,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
513.4,[48499],1922052059,2.0,RADIOLOGY IMAGING CONSULTANTS PC,RADIOLOGY IMAGING CONSULTANTS PC,RADIOLOGY IMAGING CONSULTANTS PC,848 49TH ST,,BROOKLYN,NY,112202480.0,11220,7184362888.0,2085R0202X,,,,,,,,,,,,,,,"848 49TH ST, BROOKLYN, NY, 11220",Match,Exact,"848 49TH ST, BROOKLYN, NY, 11220","-74.00209214437007,40.64098083053614",59094811.0,R,-74.00209214437007,40.64098083053614,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1112.3,[44451],1821016692,2.0,DOCS PHYSICIANS AFFILIATED WITH BIMC,DOCS PHYSICIANS AFFILIATED WITH BIMC,DOCS PHYSICIANS AFFILIATED WITH BIMC,55 E 34TH ST,,NEW YORK,NY,100164337.0,10016,9147496846.0,207K00000X,207N00000X,207Q00000X,207R00000X,207UN0901X,207UN0902X,207W00000X,207X00000X,207Y00000X,208000000X,208100000X,2085R0202X,208600000X,208800000X,208D00000X,"55 E 34TH ST, NEW YORK, NY, 10016",Match,Exact,"55 E 34TH ST, NEW YORK, NY, 10016","-73.98231147543339,40.74757528410538",59654394.0,L,-73.98231147543339,40.74757528410538,Allopathic & Osteopathic Physicians/Allergy and Immunology, Allopathic & Osteopathic Physicians/Dermatology,Allopathic & Osteopathic Physicians/Family Medicine,Allopathic & Osteopathic Physicians/Internal Medicine,"Allopathic & Osteopathic Physicians/Nuclear Medicine, Nuclear Cardiology","Allopathic & Osteopathic Physicians/Nuclear Medicine, Nuclear Imaging & Therapy",Allopathic & Osteopathic Physicians/Ophthalmology,Allopathic & Osteopathic Physicians/Orthopedic Surgery,Allopathic & Osteopathic Physicians/ Otolaryngology ,Allopathic & Osteopathic Physicians/Pediatrics,Allopathic & Osteopathic Physicians/Physical Medicine & Rehabilitation,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",Allopathic & Osteopathic Physicians/Surgery,Allopathic & Osteopathic Physicians/Urology,Allopathic & Osteopathic Physicians/General Practice,5.0,docs-physicians-new-york-4,docs-physicians-new-york-4,https://www.yelp.com/biz/docs-physicians-new-york-4?start=0,5.0,1.0,NYC
335.61,[29664],1720209489,2.0,"ALPHA IMAGING CONSULTANTS, PLLC","ALPHA IMAGING CONSULTANTS, PLLC","ALPHA IMAGING CONSULTANTS, PLLC",145 E 32ND ST,,NEW YORK,NY,100166055.0,10016,2128689210.0,2085D0003X,2085R0202X,,,,,,,,,,,,,,"145 E 32ND ST, NEW YORK, NY, 10016",Match,Exact,"145 E 32ND ST, NEW YORK, NY, 10016","-73.98022125095349,40.7449964059993",59654416.0,L,-73.98022125095349,40.7449964059993,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
645.77,[8638],1811948284,2.0,MAIMONIDES MEDICAL CENTER - MMC RADIOLOGY FPP,MAIMONIDES MEDICAL CENTER - MMC RADIOLOGY FPP,MAIMONIDES MEDICAL CENTER - MMC RADIOLOGY FPP,4802 10TH AVE,,BROOKLYN,NY,112192844.0,11219,7182836157.0,2085R0202X,,,,,,,,,,,,,,,"4802 10TH AVE, BROOKLYN, NY, 11219",Match,Exact,"4802 10TH AVE, BROOKLYN, NY, 11219","-73.99825417451808,40.63955403246922",59080010.0,R,-73.99825417451808,40.63955403246922,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,maimonides-medical-center-brooklyn-21,maimonides-medical-center-brooklyn-21,https://www.yelp.com/biz/maimonides-medical-center-brooklyn-21?start=0,1.9,254.0,NYC
428.06,[36895],1902820335,2.0,BROOKDALE HOSPITAL MEDICAL CENTER,BROOKDALE HOSPITAL MEDICAL CENTER,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLZ,BLDG CHC 4TH FLOOR,BROOKLYN,NY,112123139.0,11212,7182405271.0,2085B0100X,2085N0904X,2085R0204X,2085R0202X,,,,,,,,,,,,"1 BROOKDALE PLZ, BROOKLYN, NY, 11212",Match,Exact,"1 BROOKDALE PLZ, BROOKLYN, NY, 11212","-73.91220547314919,40.65524172488347",640860102.0,R,-73.91220547314919,40.65524172488347,,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,5.0,brookdale-hospital-medical-center-brooklyn-6,brookdale-hospital-medical-center-brooklyn-6,https://www.yelp.com/biz/brookdale-hospital-medical-center-brooklyn-6?start=0,1.6,79.0,NYC
428.06,[36895],1457643991,2.0,"INTERFAITH PROFESSIONAL PHYSICIAN SERVICES, P.C.","INTERFAITH PROFESSIONAL PHYSICIAN SERVICES, P.C.","INTERFAITH PROFESSIONAL PHYSICIAN SERVICES, P.C.",1545 ATLANTIC AVENUE,FACULTY PRACTICE,BROOKLYN,NY,112131122.0,11213,7186134708.0,207L00000X,207N00000X,207R00000X,207VG0400X,207X00000X,207ZP0105X,208000000X,208100000X,208200000X,2085R0202X,208600000X,208800000X,207KA0200X,,,"1545 ATLANTIC AVENUE, BROOKLYN, NY, 11213",Match,Exact,"1545 ATLANTIC AVE, BROOKLYN, NY, 11213","-73.93720242009539,40.6779424068676",59101415.0,L,-73.93720242009539,40.6779424068676,"Allopathic & Osteopathic Physicians/Anesthesiology, Addiction Medicine", Allopathic & Osteopathic Physicians/Dermatology,Allopathic & Osteopathic Physicians/Internal Medicine,"Allopathic & Osteopathic Physicians/Obstetrics & Gynecology, Gynecology",Allopathic & Osteopathic Physicians/Orthopedic Surgery,"Allopathic & Osteopathic Physicians/Pathology, Clinical Pathology/Laboratory Medicine",Allopathic & Osteopathic Physicians/Pediatrics,Allopathic & Osteopathic Physicians/Physical Medicine & Rehabilitation,Allopathic & Osteopathic Physicians/Plastic Surgery,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",Allopathic & Osteopathic Physicians/Surgery,Allopathic & Osteopathic Physicians/Urology,Allopathic & Osteopathic Physicians/Allergy and Immunology/Allergy,,,5.0,interfaith-dental-services-brooklyn,interfaith-dental-services-brooklyn,https://www.yelp.com/biz/interfaith-dental-services-brooklyn?start=0,1.0,6.0,NYC
996.05,[20373],1134152705,2.0,"BAYRIDGE MEDICAL IMAGING, P.C.","BAYRIDGE MEDICAL IMAGING, P.C.","BAYRIDGE MEDICAL IMAGING, P.C.",7601 4TH AVE,,BROOKLYN,NY,112093207.0,11209,7182387000.0,207U00000X,207UN0902X,2085R0202X,,,,,,,,,,,,,"7601 4TH AVE, BROOKLYN, NY, 11209",Match,Exact,"7601 4TH AVE, BROOKLYN, NY, 11209","-74.02531322489926,40.63003309677106",59094270.0,L,-74.02531322489926,40.63003309677106,Allopathic & Osteopathic Physicians/Nuclear Medicine,"Allopathic & Osteopathic Physicians/Nuclear Medicine, Nuclear Imaging & Therapy","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,5.0,bay-ridge-medical-imaging-prohealthcare-brooklyn,bay-ridge-medical-imaging-prohealthcare-brooklyn,https://www.yelp.com/biz/bay-ridge-medical-imaging-prohealthcare-brooklyn?start=0,2.3,21.0,NYC
428.06,[46090],1376580720,2.0,BROOKLYN HOSPITAL RADIOLOGY P C,BROOKLYN HOSPITAL RADIOLOGY P C,BROOKLYN HOSPITAL RADIOLOGY P C,121 DEKALB AVE,BROOKLYN HOSPITAL RADIOLOGY,BROOKLYN,NY,112015425.0,11201,7182508235.0,2085R0202X,,,,,,,,,,,,,,,"121 DEKALB AVE, BROOKLYN, NY, 11201",Match,Non_Exact,"121 DEKALB AVE, BROOKLYN, NY, 11205","-73.97220892016628,40.68964572145086",59077674.0,L,-73.97220892016628,40.68964572145086,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,the-brooklyn-hospital-center-brooklyn-2,the-brooklyn-hospital-center-brooklyn-2,https://www.yelp.com/biz/the-brooklyn-hospital-center-brooklyn-2?start=0,2.0,200.0,NYC
317.3,[23365],1649767013,2.0,COMPLETE EXPRESS MEDICAL PC,COMPLETE EXPRESS MEDICAL PC,COMPLETE EXPRESS MEDICAL PC,3047 AVENUE U STE 2,,BROOKLYN,NY,112295144.0,11229,3477024066.0,207RC0000X,2085R0202X,,,,,,,,,,,,,,"3047 AVENUE U STE 2, BROOKLYN, NY, 11229",Match,Exact,"3047 AVE U, BROOKLYN, NY, 11229","-73.93692512648545,40.60102810212197",59092038.0,L,-73.93692512648545,40.60102810212197,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
317.3,[23365],1902089402,2.0,EMPIRE MEDICAL OF ROCKAWAY BEACH PC,EMPIRE MEDICAL OF ROCKAWAY BEACH PC,EMPIRE MEDICAL OF ROCKAWAY BEACH PC,8820 ROCKAWAY BEACH BLVD,,ROCKAWAY BEACH,NY,116931608.0,11693,7186348080.0,207RC0000X,2084N0400X,2085R0202X,2085U0001X,225100000X,207R00000X,,,,,,,,,,"8820 ROCKAWAY BEACH BLVD, ROCKAWAY BEACH, NY, 11693",Match,Exact,"88-20 ROCKAWAY BEACH BLVD, ROCKAWAY BEACH, NY, 11693","-73.81328206123305,40.58732266882026",59722490.0,R,-73.81328206123305,40.58732266882026,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease","Allopathic & Osteopathic Physicians/ Psychiatry & Neurology, Neurology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Respiratory, Developmental, Rehabilitative & Restorative Service Providers/Physical Therapist",Allopathic & Osteopathic Physicians/Internal Medicine,,,,,,,,,,5.0,empire-medical-of-rockaway-beach-rockaway-beach,empire-medical-of-rockaway-beach-rockaway-beach,https://www.yelp.com/biz/empire-medical-of-rockaway-beach-rockaway-beach?start=0,1.0,3.0,NYC
1002.81,[34551],1215048228,2.0,"ROCKAWAY IMAGING, P.C.","ROCKAWAY IMAGING, P.C.","ROCKAWAY IMAGING, P.C.",11404 BEACH CHANNEL DR,,ROCKAWAY PARK,NY,116942220.0,11694,7183189729.0,2085R0202X,,,,,,,,,,,,,,,"11404 BEACH CHANNEL DR, ROCKAWAY PARK, NY, 11694",Match,Exact,"114-04 BEACH CHANNEL DR, ROCKAWAY PARK, NY, 11694","-73.83478630348077,40.58291855702379",59709502.0,R,-73.83478630348077,40.58291855702379,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1003.21,[11949],1285745299,2.0,"SEA SHORE RADIOLOGY, P.C.","SEA SHORE RADIOLOGY, P.C.","SEA SHORE RADIOLOGY, P.C.",327 BEACH 19TH ST,RADIOLOGY DEPT.,FAR ROCKAWAY,NY,116914423.0,11691,7188697710.0,2085R0202X,,,,,,,,,,,,,,,"327 BEACH 19TH ST, FAR ROCKAWAY, NY, 11691",Match,Exact,"327 BEACH 19TH ST, FAR ROCKAWAY, NY, 11691","-73.75302779743606,40.59803395651477",59723791.0,L,-73.75302779743606,40.59803395651477,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1028.64,[3830],1588653638,2.0,VIDYA MALHOTRA RADIOLOGY PC,VIDYA MALHOTRA RADIOLOGY PC,VIDYA MALHOTRA RADIOLOGY PC,195-197 3RD AVE,MRI-CT SCANNING OF MANHATTAN,NEW YORK,NY,10003.0,10003,2129821132.0,2085R0202X,,,,,,,,,,,,,,,"195-197 3RD AVE, NEW YORK, NY, 10003",Match,Non_Exact,"197 3RD AVE, NEW YORK, NY, 10003","-73.98539096529635,40.7356332089372",59653712.0,R,-73.98539096529635,40.7356332089372,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1070.42,[29558],1003855404,2.0,"PARK WEST RADIOLOGY, PC","PARK WEST RADIOLOGY, PC","PARK WEST RADIOLOGY, PC",315 W 57TH ST,,NEW YORK,NY,100193158.0,10019,2128746362.0,2085N0700X,2085R0202X,2085B0100X,2085U0001X,,,,,,,,,,,,"315 W 57TH ST, NEW YORK, NY, 10019",Match,Exact,"315 W 57TH ST, NEW YORK, NY, 10019","-73.98366567159604,40.76711725782695",650077067.0,R,-73.98366567159604,40.76711725782695,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound",,,,,,,,,,,,5.0,park-west-radiology-new-york-2,,https://zephyr.health/page-not-found,N/A,N/A,NYC
385.43,[13327],1881644250,2.0,"ALPHA NEUROLOGY,PC","ALPHA NEUROLOGY,PC","ALPHA NEUROLOGY,PC",27 NEW DORP LN,,STATEN ISLAND,NY,103062322.0,10306,7186673597.0,2085R0202X,2084N0400X,,,,,,,,,,,,,,"27 NEW DORP LN, STATEN ISLAND, NY, 10306",Match,Exact,"27 NEW DORP LN, STATEN ISLAND, NY, 10306","-74.11936712226156,40.57566100265706",59867694.0,L,-74.11936712226156,40.57566100265706,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology","Allopathic & Osteopathic Physicians/ Psychiatry & Neurology, Neurology",,,,,,,,,,,,,,5.0,alpha-neurology-pc-staten-island,alpha-neurology-pc-staten-island,https://www.yelp.com/biz/alpha-neurology-pc-staten-island?start=0,2.3,16.0,NYC
385.43,[13327],1558662049,2.0,"FARZAM KASHANIAN M.D., P.C","FARZAM KASHANIAN M.D., P.C","FARZAM KASHANIAN M.D., P.C",2350 OCEAN AVE,MEDICAL SUITE #4,BROOKLYN,NY,112293030.0,11229,5166594339.0,2085R0202X,,,,,,,,,,,,,,,"2350 OCEAN AVE, BROOKLYN, NY, 11229",Match,Exact,"2350 OCEAN AVE, BROOKLYN, NY, 11229","-73.95241473782323,40.6042804059212",59090130.0,R,-73.95241473782323,40.6042804059212,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
385.43,[13327],1508049735,2.0,ADVANTAGE RADIOLOGY. PC,ADVANTAGE RADIOLOGY. PC,ADVANTAGE RADIOLOGY. PC,3049 OCEAN PKWY,SUITE 101,BROOKLYN,NY,112358302.0,11235,7186485858.0,2085R0202X,,,,,,,,,,,,,,,"3049 OCEAN PKWY, BROOKLYN, NY, 11235",Match,Exact,"3049 OCEAN PKWY, BROOKLYN, NY, 11235","-73.9679784488788,40.57718219805406",640848938.0,L,-73.9679784488788,40.57718219805406,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,ocean-radiology-brooklyn,ocean-radiology-brooklyn,https://www.yelp.com/biz/ocean-radiology-brooklyn?start=0,2.2,22.0,NYC
